average_occupancy,relative_distance,request_rate
0.151177454,1.1530456336218806,64
0.203995212,1.1723114182068657,64
0.255708072,1.188501184857646,64
0.30878059,1.2025416143477858,64
0.3690557370000001,1.2159169471351778,64
0.420368998,1.2261475421835166,64
0.477546671,1.2366411929751162,64
0.543470059,1.247353939952147,64
0.612350149,1.254146947550342,64
0.6793351240000001,1.2552979136880362,64
0.771610413,1.254580375684483,64
0.852962265,1.2426134883002915,64
0.965296548,1.2171836367202842,64
1.116503671,1.1813010014609204,64
1.213039907,1.1526500792430854,64
1.491076742,1.0753828537429435,64
1.677897023,1.028855284099636,64
1.887720733,0.9822893982908704,64
2.091418027,0.9343381854660426,64
2.425245784,0.886589369641997,64
2.744300422,0.8407720743818312,64
3.257162417,0.7947121924446081,64
3.257162417,0.7947121924446081,64
5.419539017000001,0.6563179310081277,64
8.132897462999999,0.565053753508243,64
14.04233948,0.4724473087843396,64
18.92100781,0.4277238838172597,64
25.73749569,0.3819353765791602,64
37.65734766,0.3368052896188769,64
37.65734766,0.3368052896188769,64
58.20281664,0.2927949691090022,64
58.20281664,0.2927949691090022,64
93.06489087,0.2472152640533305,64
93.06489087,0.2472152640533305,64
0.100620707,1.0922339977548887,128
0.151035266,1.1089679355906787,128
0.202008077,1.1228960138184012,128
0.254150369,1.134832677301888,128
0.305445495,1.1440602302717118,128
0.36179306,1.1521622536279332,128
0.415530086,1.160402572906503,128
0.473370503,1.1658430032034235,128
0.527527833,1.170316748093789,128
0.5897202460000001,1.1742530283178498,128
0.649584202,1.1753580755688244,128
0.723460963,1.1735806547766665,128
0.805274452,1.1683298775210944,128
0.8877046190000001,1.156576837162951,128
0.96602953,1.1427348330323313,128
1.068610367,1.1191720367629598,128
1.193363451,1.0834889076733047,128
1.370768271,1.0324006977060158,128
1.525284343,0.9905308841765742,128
1.697145285,0.9460962671221922,128
1.888681381,0.9016701019982608,128
2.029876213,0.8780038433066585,128
2.310674771,0.8312045095382904,128
2.458097046,0.8076830957102703,128
4.028643442,0.6665834890298675,128
6.058837885,0.5729822278141791,128
8.635083405,0.503348040825923,128
13.18071645,0.4330244479572248,128
15.18484479,0.4100965578098777,128
21.47806429,0.3635854880224795,128
25.63486939,0.3403375380892387,128
31.55690809,0.3166505054053967,128
40.06974083,0.2938463658971816,128
51.6459093,0.2711757375847001,128
65.33538905,0.2485521675921609,128
0.100314183,1.065911977867995,256
0.150975446,1.0773434917480091,256
0.202173474,1.0864017948705154,256
0.252843168,1.09376255980128,256
0.304592687,1.0995039612141893,256
0.357580979,1.104454503688954,256
0.410063974,1.1086506477760176,256
0.465237464,1.1113711505715418,256
0.52089316,1.1134190308783425,256
0.575641913,1.1142167144108883,256
0.634877155,1.113014883409924,256
0.6965547559999999,1.1122676549714383,256
0.768228797,1.105646636149221,256
0.83814974,1.0979467782651675,256
0.914478887,1.085925569289848,256
0.99655782,1.0695181031795435,256
1.100771476,1.043917804311235,256
1.207573648,1.014236128941687,256
1.311384624,0.9835206856311836,256
1.4473368269999998,0.9462235854754034,256
1.6006120469999998,0.9047714326051444,256
1.730893571,0.8710300049733756,256
1.899538775,0.8363412824493693,256
2.082221949,0.8010956155985766,256
3.237579477,0.6610248646952188,256
4.752920633,0.5670483038591421,256
6.672165592000001,0.4972349360114487,256
9.246493842,0.4392134757854737,256
11.73592889,0.4043386279234959,256
14.89628383,0.3694345262876894,256
19.62055009,0.3343814745564654,256
23.52366486,0.3111424093781577,256
29.665424600000005,0.2884173414505326,256
36.92563143,0.2650234975314079,256
42.11856972,0.2539318502367844,256
0.100204213,1.0462695774789137,512
0.1505684219999999,1.0538340716834276,512
0.201178406,1.0596239782403274,512
0.25219297,1.0642761214438643,512
0.303627751,1.0675154702029213,512
0.355151844,1.069969904516798,512
0.408263339,1.071622385489812,512
0.460116466,1.0724009657981903,512
0.5137520329999999,1.072598830912554,512
0.568207137,1.071495967001746,512
0.624503724,1.0693372435064836,512
0.6832692090000001,1.0655919568213117,512
0.7444968390000001,1.059766362567953,512
0.806231855,1.0526156893979228,512
0.8714612509999999,1.0433581264936893,512
0.947049523,1.0296993720921996,512
1.023780261,1.0122717770827117,512
1.108920697,0.9899292713830208,512
1.201764409,0.9631682862566324,512
1.302801158,0.9342127163783092,512
1.4037812440000002,0.9036738972707584,512
1.527548535,0.8686079075705184,512
1.650298578,0.8358307333949705,512
1.790858564,0.8017713363611708,512
2.618055197,0.6670024571499876,512
3.694172905,0.5731642779741074,512
5.05542286,0.5028956854856872,512
6.836445086,0.4445403915399566,512
8.844036073,0.4035329670887707,512
11.23285145,0.3686987785389167,512
14.76210417,0.3335378974862922,512
17.96591265,0.3103773941915681,512
21.95709367,0.2871165669580715,512
26.18297663,0.2694131152921424,512
31.2919247,0.2523232760261334,512
